year,instance,kernel_width,predicted_class,true_class,test
1990,care,0.0822725437255685,-sanctity,+care,categorization
1990,shield,0.08492175485310259,+care,+care,categorization
1990,peace,0.08000460892435074,+care,+care,categorization
1990,protector,0.08437114367587434,+care,+care,categorization
1990,secure,0.0846220996907742,+care,+care,categorization
1990,protection,0.08209305170220375,+care,+care,categorization
1990,protect,0.08780615880375991,+care,+care,categorization
1990,defend,0.08498821501893233,+care,+care,categorization
1990,guard,0.08492148779460905,-loyalty,+care,categorization
1990,safe,0.07950913135302158,+care,+care,categorization
1990,amity,0.08794430034193612,+care,+care,categorization
1990,defence,0.08415813442801036,+care,+care,categorization
1990,sympathy,0.07960323747346171,+care,+care,categorization
1990,shelter,0.08781972514081615,+care,+care,categorization
1990,defender,0.07980865716864556,+care,+care,categorization
1990,benefit,0.08588784309242868,-care,+care,categorization
1990,compassionate,0.08713927892117795,+authority,+care,categorization
1990,compassion,0.08712634993133313,+care,+care,categorization
1990,fair,0.07911174367334291,+fairness,+fairness,categorization
1990,rights,0.08361318571983953,+care,+fairness,categorization
1990,justice,0.08270838040353229,+care,+fairness,categorization
1990,justification,0.08858778773758795,+fairness,+fairness,categorization
1990,constant,0.08494771835262434,+fairness,+fairness,categorization
1990,justifiable,0.08317899021187301,+fairness,+fairness,categorization
1990,reasonable,0.08443532984479274,+fairness,+fairness,categorization
1990,equal,0.07864931485691097,-fairness,+fairness,categorization
1990,indifference,0.0854606110325086,+authority,+fairness,categorization
1990,fairly,0.08071455487909196,+fairness,+fairness,categorization
1990,balance,0.07813745273175832,+fairness,+fairness,categorization
1990,impartial,0.08200246058834222,+fairness,+fairness,categorization
1990,equity,0.08051515898439252,+fairness,+fairness,categorization
1990,impartiality,0.08289813524281438,+fairness,+fairness,categorization
1990,reciprocal,0.08162420437566596,+fairness,+fairness,categorization
1990,justness,0.08319640740912831,-sanctity,+fairness,categorization
1990,equivalent,0.08315885210517246,+fairness,+fairness,categorization
1990,justifies,0.08335401326659397,+fairness,+fairness,categorization
1990,ally,0.08066787397251403,-loyalty,+loyalty,categorization
1990,devote,0.08250555627089025,+authority,+loyalty,categorization
1990,community,0.08345043304966962,+loyalty,+loyalty,categorization
1990,together,0.08412150249308506,+loyalty,+loyalty,categorization
1990,joint,0.0834562771489934,-loyalty,+loyalty,categorization
1990,families,0.07741006492590666,+loyalty,+loyalty,categorization
1990,group,0.0809064906360461,-loyalty,+loyalty,categorization
1990,unison,0.08320832026311273,+loyalty,+loyalty,categorization
1990,nation,0.08738517338970414,+loyalty,+loyalty,categorization
1990,collective,0.07886187372309622,-loyalty,+loyalty,categorization
1990,member,0.08215395394760461,+loyalty,+loyalty,categorization
1990,unite,0.08462481846524651,+loyalty,+loyalty,categorization
1990,patriot,0.08047119771409834,-loyalty,+loyalty,categorization
1990,family,0.0894534812762108,+loyalty,+loyalty,categorization
1990,fellow,0.08390623663267249,+loyalty,+loyalty,categorization
1990,companion,0.08402065531746995,+loyalty,+loyalty,categorization
1990,supremacy,0.08434581026193055,+authority,+authority,categorization
1990,compliance,0.08144951153483228,+authority,+authority,categorization
1990,respect,0.08249806755183164,+authority,+authority,categorization
1990,permit,0.08126282425142016,-authority,+authority,categorization
1990,honor,0.08345787427075584,+sanctity,+authority,categorization
1990,duty,0.07742297670613778,+authority,+authority,categorization
1990,class,0.0798206583020273,+loyalty,+authority,categorization
1990,law,0.08306233041150914,+authority,+authority,categorization
1990,obedience,0.07988435101135052,+authority,+authority,categorization
1990,duties,0.08316452868500084,+authority,+authority,categorization
1990,comply,0.08381004462290685,+authority,+authority,categorization
1990,abide,0.08255753022253572,+authority,+authority,categorization
1990,mother,0.07890971478745054,+authority,+authority,categorization
1990,reverence,0.0856251863270304,+care,+authority,categorization
1990,mothers,0.07583748024905164,+loyalty,+authority,categorization
1990,allegiance,0.08720630488635639,+authority,+authority,categorization
1990,respects,0.08376209796582147,+authority,+authority,categorization
1990,defer,0.08069523546306477,+authority,+authority,categorization
1990,command,0.08263810677203068,+authority,+authority,categorization
1990,respected,0.07977233708794701,+loyalty,+authority,categorization
1990,position,0.08073626233780942,+care,+authority,categorization
1990,submit,0.08320244186111524,+authority,+authority,categorization
1990,order,0.08573875982210201,+care,+authority,categorization
1990,rank,0.08692890788707588,+authority,+authority,categorization
1990,leader,0.07890364688332961,+loyalty,+authority,categorization
1990,hierarchy,0.07667332599551359,+authority,+authority,categorization
1990,lead,0.08512609990655444,-care,+authority,categorization
1990,commit,0.08749831235030331,-sanctity,+authority,categorization
1990,father,0.0801460704769027,+authority,+authority,categorization
1990,respectful,0.07963805097804108,+care,+authority,categorization
1990,control,0.07704822677991434,+authority,+authority,categorization
1990,serve,0.09004676998031516,+care,+authority,categorization
1990,submission,0.08250521164689352,+authority,+authority,categorization
1990,deference,0.08292173858606665,+authority,+authority,categorization
1990,tradition,0.07866398016296786,+sanctity,+authority,categorization
1990,obedient,0.08300371315103065,+authority,+authority,categorization
1990,permission,0.08635741733348762,+authority,+authority,categorization
1990,award,0.083040412721701,+fairness,+authority,categorization
1990,authority,0.08215863299575211,+authority,+authority,categorization
1990,obey,0.08531747111751659,+authority,+authority,categorization
1990,virgins,0.08187869667169481,+sanctity,+sanctity,categorization
1990,holy,0.08477583664904616,+sanctity,+sanctity,categorization
1990,chaste,0.07908738327113382,+sanctity,+sanctity,categorization
1990,clean,0.08169252086588517,+care,+sanctity,categorization
1990,purity,0.08274947990346988,+sanctity,+sanctity,categorization
1990,austerity,0.08356705788944187,+sanctity,+sanctity,categorization
1990,saint,0.08175626844457815,+sanctity,+sanctity,categorization
1990,pure,0.0803308604227166,+sanctity,+sanctity,categorization
1990,refined,0.08460390917469085,+sanctity,+sanctity,categorization
1990,chastity,0.0789115283043835,+sanctity,+sanctity,categorization
1990,holiness,0.08569585534411069,+sanctity,+sanctity,categorization
1990,celibacy,0.08394686660030798,+sanctity,+sanctity,categorization
1990,virgin,0.07841966587793349,+sanctity,+sanctity,categorization
1990,church,0.08667856453624911,+sanctity,+sanctity,categorization
1990,innocent,0.07943160276011908,-care,+sanctity,categorization
1990,maiden,0.07776345714641476,+authority,+sanctity,categorization
1990,virtuous,0.09035021612677414,+sanctity,+sanctity,categorization
1990,modesty,0.07817550220213734,+sanctity,+sanctity,categorization
1990,abstain,0.08292982341202486,-fairness,+sanctity,categorization
1990,sacred,0.08288915134982537,-sanctity,+sanctity,categorization
1990,sanctify,0.08146786703694904,-sanctity,+sanctity,categorization
1990,brutal,0.08041186227506181,-care,-care,categorization
1990,wars,0.08034781669385724,-care,-care,categorization
1990,violent,0.07869015143573645,-care,-care,categorization
1990,destroy,0.07804404753030197,-care,-care,categorization
1990,violence,0.08072839665713426,-care,-care,categorization
1990,detrimental,0.08142176562860184,-care,-care,categorization
1990,impair,0.08342610857723365,-care,-care,categorization
1990,kill,0.08380070482309555,-care,-care,categorization
1990,fight,0.08361171177150527,+care,-care,categorization
1990,suffer,0.0831988927989471,-fairness,-care,categorization
1990,injure,0.08421006681108487,-care,-care,categorization
1990,cruel,0.07838982271703292,-care,-care,categorization
1990,detriment,0.08420796125939625,+care,-care,categorization
1990,war,0.08940034398009378,-care,-care,categorization
1990,annihilate,0.08534141156676611,-authority,-care,categorization
1990,harm,0.08429738430041873,-care,-care,categorization
1990,killing,0.0823383812100963,-care,-care,categorization
1990,wound,0.08422351489201056,-care,-care,categorization
1990,killed,0.08258593691670524,-care,-care,categorization
1990,abuse,0.0855655614676163,-care,-care,categorization
1990,injurious,0.07935014801332976,-care,-care,categorization
1990,endanger,0.08574762929597163,-care,-care,categorization
1990,attack,0.08246474515431938,-loyalty,-care,categorization
1990,battle,0.07824109644494523,-care,-care,categorization
1990,crush,0.08582821759670692,-care,-care,categorization
1990,damage,0.08413774024466068,-care,-care,categorization
1990,hurt,0.08489413836985091,-care,-care,categorization
1990,kills,0.08482452066340768,-care,-care,categorization
1990,exclusion,0.08039987852951082,-fairness,-fairness,categorization
1990,unfair,0.08477219911451636,-fairness,-fairness,categorization
1990,discrimination,0.08079438532990697,-fairness,-fairness,categorization
1990,exclude,0.08323953580643816,-fairness,-fairness,categorization
1990,preference,0.08795014363621437,-fairness,-fairness,categorization
1990,unequal,0.0823603643989765,+fairness,-fairness,categorization
1990,injustice,0.08139199915584973,-fairness,-fairness,categorization
1990,unjust,0.08416965986285889,-fairness,-fairness,categorization
1990,discriminate,0.08407255685365249,-fairness,-fairness,categorization
1990,disproportion,0.08442936222202935,-sanctity,-fairness,categorization
1990,exclusive,0.08557423498584533,-fairness,-fairness,categorization
1990,bias,0.08264142739464954,-fairness,-fairness,categorization
1990,terror,0.07904726140052261,-care,-loyalty,categorization
1990,foreign,0.08006932962716597,+care,-loyalty,categorization
1990,deception,0.08661737637282797,-care,-loyalty,categorization
1990,deceive,0.08673913304226477,-care,-loyalty,categorization
1990,individual,0.08341377586324983,+loyalty,-loyalty,categorization
1990,spy,0.08342306179515568,+loyalty,-loyalty,categorization
1990,enemy,0.08199258945718793,-care,-loyalty,categorization
1990,lawless,0.08317531765226477,-loyalty,-authority,categorization
1990,oppose,0.08237348361380499,-care,-authority,categorization
1990,alienate,0.08096702051729807,-care,-authority,categorization
1990,riot,0.07469430073974821,-authority,-authority,categorization
1990,dissent,0.08475246021574012,-authority,-authority,categorization
1990,disobedient,0.0837035185937767,+sanctity,-authority,categorization
1990,defiance,0.0806275367050276,-authority,-authority,categorization
1990,illegal,0.07698997130493815,-fairness,-authority,categorization
1990,overthrow,0.07980012768066445,-authority,-authority,categorization
1990,seditious,0.08221871384715747,-loyalty,-authority,categorization
1990,disobedience,0.07838938106736766,-authority,-authority,categorization
1990,obstruct,0.08165191198172944,-care,-authority,categorization
1990,protest,0.08545739088159643,-authority,-authority,categorization
1990,refuse,0.08373018008143111,+authority,-authority,categorization
1990,sedition,0.08712392789685441,-authority,-authority,categorization
1990,rebel,0.08567121190140857,-authority,-authority,categorization
1990,subvert,0.08265296940941425,-authority,-authority,categorization
1990,defy,0.0853815102816797,-authority,-authority,categorization
1990,profane,0.08463044943552568,+sanctity,-sanctity,categorization
1990,impiety,0.08315290556850857,-sanctity,-sanctity,categorization
1990,sin,0.08657210951706387,-sanctity,-sanctity,categorization
1990,unclean,0.08342163437888905,-sanctity,-sanctity,categorization
1990,sinner,0.08347465546118384,-sanctity,-sanctity,categorization
1990,defile,0.08386064593994284,-sanctity,-sanctity,categorization
1990,corruption,0.08399746123269798,-fairness,-sanctity,categorization
