year,instance,kernel_width,predicted_class,true_class,test
1990,safe,0.30198340108271804,+care,+care,categorization
1990,peace,0.29414909892721197,+fairness,+care,categorization
1990,compassion,0.2928912821351933,-fairness,+care,categorization
1990,sympathy,0.2965997751831408,-loyalty,+care,categorization
1990,care,0.2959448000972202,+care,+care,categorization
1990,caring,0.2971844747725189,-loyalty,+care,categorization
1990,protect,0.3030029398014625,+care,+care,categorization
1990,protection,0.2939956279280738,+fairness,+care,categorization
1990,shield,0.2915082393283294,-authority,+care,categorization
1990,shelter,0.2930000216407061,+care,+care,categorization
1990,secure,0.2936171732332303,+care,+care,categorization
1990,benefit,0.2854902394447071,-fairness,+care,categorization
1990,defend,0.294574360415447,-authority,+care,categorization
1990,defender,0.2901761409181036,-fairness,+care,categorization
1990,guard,0.29153315580117717,-authority,+care,categorization
1990,preserve,0.27453891793944996,+sanctity,+care,categorization
1990,fair,0.2887882124176597,+fairness,+fairness,categorization
1990,fairly,0.2955938602896355,+fairness,+fairness,categorization
1990,fairness,0.29403334272593534,-fairness,+fairness,categorization
1990,equal,0.29766629980579895,+fairness,+fairness,categorization
1990,justice,0.2943078271348475,-fairness,+fairness,categorization
1990,justification,0.29622610741388183,-fairness,+fairness,categorization
1990,rights,0.2915020622076804,+care,+fairness,categorization
1990,equity,0.2940645700414998,-fairness,+fairness,categorization
1990,equivalent,0.28907298513218505,-fairness,+fairness,categorization
1990,tolerant,0.2860513033570022,-loyalty,+fairness,categorization
1990,balance,0.2936813544506109,+fairness,+fairness,categorization
1990,reasonable,0.2967692914615435,+fairness,+fairness,categorization
1990,constant,0.2926491072451509,-fairness,+fairness,categorization
1990,honest,0.2957891409472767,-fairness,+fairness,categorization
1990,nation,0.2913407276310396,+loyalty,+loyalty,categorization
1990,family,0.29812942052249614,+loyalty,+loyalty,categorization
1990,families,0.2923329939302277,+loyalty,+loyalty,categorization
1990,group,0.29189359023093553,+loyalty,+loyalty,categorization
1990,loyal,0.29147534616642606,+authority,+loyalty,categorization
1990,patriot,0.29632031151296645,-authority,+loyalty,categorization
1990,communal,0.2918619363912125,-fairness,+loyalty,categorization
1990,community,0.29451781474580824,+loyalty,+loyalty,categorization
1990,companion,0.2976684521021555,-loyalty,+loyalty,categorization
1990,comrades,0.2889593500995774,-loyalty,+loyalty,categorization
1990,collective,0.29777884068570676,-fairness,+loyalty,categorization
1990,joint,0.2964368109486536,+loyalty,+loyalty,categorization
1990,unison,0.284975443065058,-authority,+loyalty,categorization
1990,fellow,0.29082477961500003,+loyalty,+loyalty,categorization
1990,guild,0.29240953287985477,-fairness,+loyalty,categorization
1990,solidarity,0.2873819322976111,-fairness,+loyalty,categorization
1990,devote,0.28918849079054104,-loyalty,+loyalty,categorization
1990,member,0.2957311376667841,+loyalty,+loyalty,categorization
1990,ally,0.294056909954888,-fairness,+loyalty,categorization
1990,preserve,0.27482663166011617,+care,+authority,categorization
1990,loyal,0.27642790775965376,+loyalty,+authority,categorization
1990,obedience,0.29528507880331234,-fairness,+authority,categorization
1990,obey,0.295875998801364,-loyalty,+authority,categorization
1990,duty,0.2897917073018749,+authority,+authority,categorization
1990,law,0.28849837617074614,+authority,+authority,categorization
1990,legal,0.294660154424244,+fairness,+authority,categorization
1990,duties,0.2960489635375051,-fairness,+authority,categorization
1990,award,0.29145417350593644,+loyalty,+authority,categorization
1990,honor,0.2960026133695642,+authority,+authority,categorization
1990,respect,0.29452317322767135,+fairness,+authority,categorization
1990,respectful,0.29363290905962763,-loyalty,+authority,categorization
1990,respected,0.28488643690637294,-fairness,+authority,categorization
1990,respects,0.29220569756038656,-fairness,+authority,categorization
1990,order,0.29651805543306525,+authority,+authority,categorization
1990,father,0.317910250324306,+authority,+authority,categorization
1990,mother,0.31467217002119746,+authority,+authority,categorization
1990,mothers,0.290843098094596,+loyalty,+authority,categorization
1990,tradition,0.2947778970289137,+sanctity,+authority,categorization
1990,hierarchy,0.2898011923716315,-fairness,+authority,categorization
1990,authority,0.2963147944682419,+authority,+authority,categorization
1990,permit,0.28757631993485966,-fairness,+authority,categorization
1990,permission,0.28932076105789095,+authority,+authority,categorization
1990,rank,0.28887671621437355,-fairness,+authority,categorization
1990,leader,0.2949134054568271,+loyalty,+authority,categorization
1990,lead,0.2969239738795408,-care,+authority,categorization
1990,class,0.2894512797789495,+loyalty,+authority,categorization
1990,position,0.3009312560999611,+fairness,+authority,categorization
1990,compliance,0.2978923491244962,-fairness,+authority,categorization
1990,command,0.29898829732606547,+authority,+authority,categorization
1990,control,0.2943052952745271,+care,+authority,categorization
1990,submission,0.29737098449029753,-fairness,+authority,categorization
1990,submit,0.2956340151339692,-fairness,+authority,categorization
1990,commit,0.29478878951420384,-fairness,+authority,categorization
1990,allegiance,0.29461760328181635,-fairness,+authority,categorization
1990,serve,0.29440593791174846,+fairness,+authority,categorization
1990,fear,0.2919621395522784,-care,+authority,categorization
1990,comply,0.2962079629956541,-fairness,+authority,categorization
1990,preserve,0.27060284651596234,+care,+sanctity,categorization
1990,purity,0.29779218725559314,-fairness,+sanctity,categorization
1990,pure,0.2971111495159296,+sanctity,+sanctity,categorization
1990,clean,0.28948877809058104,+care,+sanctity,categorization
1990,sacred,0.30097675796770873,+sanctity,+sanctity,categorization
1990,holy,0.29458839207587517,+sanctity,+sanctity,categorization
1990,saint,0.29290540975361523,+sanctity,+sanctity,categorization
1990,virgin,0.2987427162904348,+sanctity,+sanctity,categorization
1990,integrity,0.29893433281432596,-fairness,+sanctity,categorization
1990,modesty,0.29119832331456713,-loyalty,+sanctity,categorization
1990,upright,0.29488704946107075,-authority,+sanctity,categorization
1990,maiden,0.28879916154645685,-authority,+sanctity,categorization
1990,refined,0.29788989207945477,-fairness,+sanctity,categorization
1990,decent,0.28838713888970047,+fairness,+sanctity,categorization
1990,decency,0.29367754223071524,-fairness,+sanctity,categorization
1990,innocent,0.2930133778802383,-care,+sanctity,categorization
1990,church,0.2999457988792344,+loyalty,+sanctity,categorization
1990,harm,0.29310002289808446,-care,-care,categorization
1990,suffer,0.2935628628862434,-care,-care,categorization
1990,war,0.2978820265204246,-care,-care,categorization
1990,wars,0.2937236303092794,-care,-care,categorization
1990,fight,0.29696653940324413,-care,-care,categorization
1990,battle,0.2983376419092705,-care,-care,categorization
1990,violence,0.3022711459873351,-care,-care,categorization
1990,violent,0.29809198458535485,-care,-care,categorization
1990,hurt,0.29320925498786804,-sanctity,-care,categorization
1990,kill,0.2948409868433339,-care,-care,categorization
1990,kills,0.29253836769475394,-loyalty,-care,categorization
1990,killed,0.2975874185380079,-care,-care,categorization
1990,killing,0.2934575200123417,-care,-care,categorization
1990,cruel,0.28596577598590833,-loyalty,-care,categorization
1990,brutal,0.2912927234465637,-fairness,-care,categorization
1990,abuse,0.29851305931403793,-care,-care,categorization
1990,damage,0.29723024892277544,-care,-care,categorization
1990,ruin,0.280875684908091,-sanctity,-care,categorization
1990,crush,0.2897731727001493,-loyalty,-care,categorization
1990,attack,0.29796314363446863,-care,-care,categorization
1990,destroy,0.2968117528496033,-loyalty,-care,categorization
1990,abandon,0.28995216429309717,-loyalty,-care,categorization
1990,exploit,0.28885243943780187,-sanctity,-care,categorization
1990,exploited,0.281983584826254,-sanctity,-care,categorization
1990,wound,0.29661463119405845,-sanctity,-care,categorization
1990,unfair,0.2916652649345623,-fairness,-fairness,categorization
1990,bias,0.29615919650058076,-fairness,-fairness,categorization
1990,injustice,0.2903302915406862,-fairness,-fairness,categorization
1990,discrimination,0.28986092329035934,-fairness,-fairness,categorization
1990,prejudice,0.2988326115712725,-fairness,-fairness,categorization
1990,preference,0.2910207702501726,-fairness,-fairness,categorization
1990,exclusion,0.29681493540296305,-fairness,-fairness,categorization
1990,exclusive,0.29529542452140217,-fairness,-fairness,categorization
1990,exclude,0.2933342440747055,-fairness,-fairness,categorization
1990,abandon,0.2899233689875868,-care,-loyalty,categorization
1990,foreign,0.29926329809728885,+loyalty,-loyalty,categorization
1990,enemy,0.2978293723255111,-care,-loyalty,categorization
1990,betray,0.2929148752109483,-authority,-loyalty,categorization
1990,individual,0.29420469238969144,-fairness,-loyalty,categorization
1990,deserted,0.2783027052768154,-authority,-loyalty,categorization
1990,desert,0.25960743508761663,-authority,-loyalty,categorization
1990,deception,0.288805063147169,-authority,-loyalty,categorization
1990,spy,0.3057420083303548,-authority,-loyalty,categorization
1990,betray,0.2870717406539419,-loyalty,-authority,categorization
1990,deserted,0.27935634127098463,-loyalty,-authority,categorization
1990,desert,0.254008463968834,-loyalty,-authority,categorization
1990,defiance,0.29810746408957883,-loyalty,-authority,categorization
1990,rebel,0.2912190418047925,-authority,-authority,categorization
1990,dissent,0.2889842772178018,-fairness,-authority,categorization
1990,agitated,0.2955828176295448,-loyalty,-authority,categorization
1990,illegal,0.28856647838444865,-fairness,-authority,categorization
1990,oppose,0.29999077465158935,-fairness,-authority,categorization
1990,protest,0.2992397368116663,-authority,-authority,categorization
1990,refuse,0.2988537825908179,-fairness,-authority,categorization
1990,riot,0.3016715648958792,-loyalty,-authority,categorization
1990,ruin,0.28514462612500396,-care,-sanctity,categorization
1990,exploit,0.2875415168320405,-care,-sanctity,categorization
1990,exploited,0.2876045822431048,-care,-sanctity,categorization
1990,disgust,0.2906064150841197,-authority,-sanctity,categorization
1990,corruption,0.29070970115876105,-fairness,-sanctity,categorization
1990,disease,0.2908701484561312,-care,-sanctity,categorization
1990,dirt,0.2935883876707224,-loyalty,-sanctity,categorization
1990,sin,0.2952969402133034,-fairness,-sanctity,categorization
1990,sins,0.29310977179182285,-loyalty,-sanctity,categorization
1990,whore,0.2946659320906984,-loyalty,-sanctity,categorization
1990,gross,0.2895386580234392,-fairness,-sanctity,categorization
1990,sick,0.29075169507858817,-care,-sanctity,categorization
1990,stain,0.30012543704103767,-sanctity,-sanctity,categorization
1990,wicked,0.2901320264220148,-loyalty,-sanctity,categorization
1990,wretched,0.2896561173047064,-loyalty,-sanctity,categorization
1990,loosen,0.08182128750709597,neutral,neutral,null_test
1990,cap,0.08786421890171853,neutral,neutral,null_test
1990,ton,0.08395301840926128,neutral,neutral,null_test
1990,circumstance,0.0830952546580167,moral,neutral,null_test
1990,manufacturing,0.08162676796290647,neutral,neutral,null_test
1990,manufacture,0.08122847703185432,neutral,neutral,null_test
1990,hose,0.07975765455180348,neutral,neutral,null_test
1990,platform,0.08125552558972536,neutral,neutral,null_test
1990,mat,0.07994054245098994,neutral,neutral,null_test
1990,auto,0.08073077151525324,neutral,neutral,null_test
1990,franchise,0.08331060475121475,neutral,neutral,null_test
1990,spur,0.08171830425864705,neutral,neutral,null_test
1990,ballistic,0.0842572240229619,moral,neutral,null_test
1990,vertical,0.08056930882026671,neutral,neutral,null_test
1990,horn,0.08030357596179231,neutral,neutral,null_test
1990,beaver,0.07867209975321691,neutral,neutral,null_test
1990,analyst,0.08294124573370901,neutral,neutral,null_test
1990,reservation,0.07940199416445819,neutral,neutral,null_test
1990,eleven,0.07786046718641046,neutral,neutral,null_test
1990,yen,0.07669431316864328,neutral,neutral,null_test
1990,net,0.08266836634490175,neutral,neutral,null_test
