year,instance,predicted_class,true_class,test
1990,safe,+care,+care,categorization
1990,peace,+fairness,+care,categorization
1990,compassion,+sanctity,+care,categorization
1990,sympathy,+sanctity,+care,categorization
1990,care,+loyalty,+care,categorization
1990,caring,-loyalty,+care,categorization
1990,protect,+care,+care,categorization
1990,protection,+care,+care,categorization
1990,shield,+loyalty,+care,categorization
1990,shelter,+care,+care,categorization
1990,secure,+care,+care,categorization
1990,benefit,-loyalty,+care,categorization
1990,defend,+care,+care,categorization
1990,defender,-authority,+care,categorization
1990,guard,+authority,+care,categorization
1990,preserve,+authority,+care,categorization
1990,fair,+fairness,+fairness,categorization
1990,fairly,+fairness,+fairness,categorization
1990,fairness,-authority,+fairness,categorization
1990,equal,+authority,+fairness,categorization
1990,justice,+authority,+fairness,categorization
1990,justification,+authority,+fairness,categorization
1990,rights,+authority,+fairness,categorization
1990,equity,+authority,+fairness,categorization
1990,equivalent,+fairness,+fairness,categorization
1990,tolerant,-loyalty,+fairness,categorization
1990,balance,+authority,+fairness,categorization
1990,reasonable,+fairness,+fairness,categorization
1990,constant,+loyalty,+fairness,categorization
1990,honest,+sanctity,+fairness,categorization
1990,nation,+authority,+loyalty,categorization
1990,family,+loyalty,+loyalty,categorization
1990,families,+authority,+loyalty,categorization
1990,group,+loyalty,+loyalty,categorization
1990,loyal,+authority,+loyalty,categorization
1990,patriot,-authority,+loyalty,categorization
1990,communal,+authority,+loyalty,categorization
1990,community,+loyalty,+loyalty,categorization
1990,companion,+sanctity,+loyalty,categorization
1990,comrades,-loyalty,+loyalty,categorization
1990,collective,+authority,+loyalty,categorization
1990,joint,+fairness,+loyalty,categorization
1990,unison,+sanctity,+loyalty,categorization
1990,fellow,+authority,+loyalty,categorization
1990,guild,-authority,+loyalty,categorization
1990,solidarity,-authority,+loyalty,categorization
1990,devote,-loyalty,+loyalty,categorization
1990,member,+loyalty,+loyalty,categorization
1990,ally,-authority,+loyalty,categorization
1990,preserve,+care,+authority,categorization
1990,loyal,+loyalty,+authority,categorization
1990,obedience,+sanctity,+authority,categorization
